id,id_contract,time,amount,consumption
179,179,18,117.554948431,133
180,180,8,6.31849044173,676
181,181,16,9.4624933358,1280
182,182,26,57.1869889418,596
183,183,8,3.01011941029,1245
184,184,28,44.8774863279,1717
185,185,32,30.9872271598,1649
186,186,9,110.294446348,777
187,187,30,59.0693382687,1201
188,188,16,16.9201540836,323
189,189,6,210.473812357,234
190,190,10,20.9927110724,1036
191,191,10,69.4886985705,298
192,192,9,19.0171996877,964
193,193,33,388.477445634,963
194,194,9,59.5240502712,200
195,195,2,57.3059851733,1798
196,196,2,71.1277099831,1632
197,197,21,48.7493883294,1333
198,198,9,23.3404204774,1429
199,199,32,15.6888502019,934
200,200,7,29.6379944711,335
201,201,29,109.129123782,1540
202,202,24,15.2055917137,766
203,203,1,41.214004374,1396
204,204,15,116.133145165,736
205,205,24,40.8587229448,1212
206,206,2,3.02484574819,1382
207,207,9,45.6273368065,1596
208,208,19,15.8764854636,317
209,209,12,34.3353534025,1203
210,210,25,68.6543040726,1204
211,211,14,7.75009023041,1127
212,212,17,8.14811280276,413
213,213,12,2.8544925649,1355
214,214,10,50.3586794105,436
215,215,18,127.351810596,4
216,216,22,37.4874616275,788
217,217,15,7.15606744983,453
218,218,13,278.316294805,1782
219,219,10,54.2692614522,235
220,220,10,75.0439869257,1264
221,221,35,48.9059190664,1134
222,222,3,58.2117006257,217
223,223,5,22.2441517691,543
224,224,13,19.8308923766,1986
225,225,12,26.3039610329,829
226,226,19,135.271329321,1396
227,227,24,166.236674559,803
228,228,1,84.4395365837,1118
229,229,14,15.1501874496,788
230,230,31,87.9389007377,690
231,231,12,108.907721174,297
232,232,5,206.508414102,373
233,233,11,162.223813164,1250
234,234,21,33.8780760933,201
235,235,3,179.104268903,1120
236,236,10,9.12878686449,1272
237,237,32,18.1705608039,727
238,238,32,23.2979533578,868
239,239,8,47.209671982,402
240,240,13,58.1482345433,1496
241,241,5,131.646121095,1435
242,242,19,12.3599326253,796
243,243,29,42.633555315,1802
244,244,5,42.0068764278,485
245,245,32,65.2728062181,1221
246,246,35,48.7914634105,1765
247,247,9,175.350686395,274
248,248,33,6.7697881379,662
249,249,34,19.6136082626,1999
250,250,7,76.4821592662,1138
251,251,4,19.7173149571,957
252,252,16,128.240897725,1650
253,253,9,86.4028994029,740
254,254,9,3.3371956148,1478
255,255,21,0.547789306316,1158
256,256,28,350.883989816,721
257,257,25,87.05663815,1583
258,258,3,30.4332640279,416
259,259,31,118.10704389,1344
260,260,33,64.1044723688,1258
261,261,4,3.71389300742,1837
262,262,28,48.3313861545,970
263,263,23,88.0665262621,1101
264,264,21,16.9331837207,1395
265,265,14,200.634427002,324
266,266,12,124.132436629,994
267,267,14,163.688162168,1001
268,268,21,39.2480398893,1754
269,269,10,18.2762809368,528
270,270,19,2.11626276624,1145
271,271,30,61.8722424114,1944
272,272,27,44.3286875216,16
273,273,8,160.171865345,1484
274,274,1,36.1930913315,1198
275,275,29,188.812762436,206
276,276,16,60.1145855217,1098
277,277,22,160.810463942,1409
278,278,10,19.456061693,607
279,279,36,6.22923271901,589
280,280,25,26.6910290589,875
281,281,4,28.5103173901,424
282,282,3,21.1196977814,976
283,283,22,12.836578678,1744
284,284,7,8.3577373124,1223
285,285,9,187.876430273,136
286,286,19,34.7814586967,802
287,287,35,16.2149928658,517
288,288,17,17.3918246491,1766
289,289,11,175.207440184,1547
290,290,30,3.42534465864,1466
291,291,30,25.7203402652,192
292,292,23,55.0959305279,555
293,293,16,192.098348777,1866
294,294,16,81.1941273469,459
295,295,3,11.0864478399,60
296,296,12,51.2199697492,955
297,297,9,190.458901793,613
298,298,2,11.7585777389,1781
299,299,35,25.8278060623,1021
300,300,33,28.5048945103,424
301,301,19,13.3085544349,1516
302,302,32,60.7210181354,682
303,303,18,24.0817608548,1027
304,304,30,39.5679300831,987
305,305,29,25.3029263745,1991
306,306,3,34.6735931378,1041
307,307,6,7.09606066945,1800
308,308,21,43.0561884257,302
309,309,2,155.646798344,163
310,310,6,249.287190847,1991
311,311,17,31.0410578689,571
312,312,13,34.0312465913,25
313,313,28,39.2799651307,1069
314,314,32,7.73040099788,1157
315,315,7,79.7543571093,817
316,316,24,50.4312386488,428
317,317,18,265.184021343,1378
318,318,7,6.39896886336,1425
319,319,33,5.9273427274,1090
320,320,25,192.520723937,499
321,321,29,2.58301443641,1722
322,322,6,117.035719669,509
323,323,17,60.5295024997,150
324,324,11,76.3676737784,1000
325,325,29,44.1886613406,869
326,326,29,284.900328521,301
327,327,31,5.16785785736,1368
328,328,4,15.0382621075,308
329,329,10,60.1819066933,1289
330,330,27,81.3278014865,300
331,331,31,89.8611573677,1982
332,332,27,98.6921269368,1554
333,333,2,88.2688441873,149
334,334,28,43.1170572683,550
335,335,34,26.8036702588,38
336,336,21,47.6585575793,346
337,337,25,126.48961797,269
338,338,20,87.2987429447,34
339,339,19,7.40654774669,1136
340,340,1,37.9917158958,1765
341,341,4,234.04914754,537
342,342,34,21.3698656772,939
343,343,1,120.039917503,746
344,344,7,98.150083269,1379
345,345,1,28.6110134919,1053
346,346,5,18.9354938698,1037
347,347,14,2.01975774601,1934
348,348,16,41.4113754645,1945
349,349,8,188.063333013,108
350,350,18,12.9472942576,327
351,351,29,58.1679104712,59
352,352,12,27.7085195116,758
353,353,12,81.0171652215,516
354,354,34,84.4923335026,1613
355,355,27,86.8962099846,1579
356,356,17,12.4079847008,1061
357,357,26,83.8639231993,444
358,358,32,13.6484823572,674
359,359,24,124.222397364,1795
360,360,26,29.9503210004,428
361,361,5,3.69230526562,671
362,362,12,21.5503711944,496
363,363,13,201.098594704,1474
364,364,8,134.156242916,1384
365,365,6,80.4464521325,1623
366,366,15,14.262901863,1064
367,367,22,19.6898898738,1382
368,368,16,6.72391223603,536
369,369,7,111.650331702,1781
370,370,20,28.2009854244,58
371,371,18,460.369058189,829
372,372,11,22.9446271506,1327
373,373,25,0.507985886554,1109
374,374,22,29.0605054071,1445
375,375,25,53.4035032056,982
376,376,34,8.41453668103,810
377,377,20,52.4467983793,1542
378,378,17,37.5218789958,1587
379,379,6,15.8077961528,1613
380,380,15,24.2887841,746
381,381,33,12.5535978309,487
382,382,28,30.4907714222,1031
383,383,28,8.17610943082,1725
384,384,31,116.713286829,1702
385,385,3,70.5727143849,1672
386,386,3,31.8620255073,283
387,387,11,2.13413349336,178
388,388,35,25.8561970458,611
389,389,7,99.5620587888,547
390,390,36,272.17416544,579
391,391,34,108.28362312,1573
392,392,3,86.1571565172,1477
393,393,14,49.6138997864,1894
394,394,33,100.735604882,1363
395,395,16,33.0616417867,640
396,396,11,45.5124227902,1835
397,397,34,21.2675231936,700
398,398,11,93.2441491428,471
399,399,18,53.8456973516,415
400,400,23,10.6318851616,1723
401,401,20,3.3486109941,1165
402,402,2,6.18976867895,12
403,403,15,10.579092578,471
404,404,35,6.94572743427,1432
405,405,16,164.494150352,586
406,406,22,6.0621730635,684
407,407,15,120.327260932,1018
408,408,28,55.3708263029,568
409,409,23,8.009777052,1391
410,410,15,11.1498307858,1251
411,411,36,6.0042068028,1437
412,412,20,51.2417093847,1770
413,413,19,80.0519512341,1002
414,414,28,72.8683475456,1573
415,415,19,168.550874194,1433
416,416,27,3.31330890745,1361
417,417,19,56.7434826206,917
418,418,9,202.11963497,220
419,419,17,254.670962262,1288
420,420,23,114.036874369,672
421,421,23,25.4840874487,892
422,422,3,68.014586513,1872
423,423,8,32.5594396281,865
424,424,18,6.93290178289,415
425,425,17,5.65149261368,614
426,426,12,41.0005742335,100
427,427,20,163.481791045,969
428,428,6,57.6124778879,785
429,429,5,53.5579498455,1158
430,430,16,78.778872051,598
431,431,13,30.022546198,624
432,432,17,19.7990768205,118
433,433,32,60.3228918847,1186
434,434,4,105.723513759,1302
435,435,11,36.5483146265,576
436,436,15,30.2896085727,94
437,437,34,106.884879479,752
438,438,26,104.308322227,66
439,439,35,103.800326728,1071
440,440,32,111.682618883,1163
441,441,21,41.0664008839,1213
442,442,5,65.0238059282,1798
443,443,35,39.1518945227,1229
444,444,35,62.7448598893,1362
445,445,1,53.9246570206,458
446,446,26,111.71084821,633
447,447,18,26.5917840222,611
448,448,32,211.764732878,483
449,449,11,24.8439107552,49
450,450,27,210.401824361,1863
451,451,31,4.10611955638,109
452,452,32,46.7839747931,1847
453,453,3,12.6313407489,1805
454,454,11,22.8630488869,1490
455,455,20,124.655776345,27
456,456,7,64.5470257967,1856
457,457,27,208.362623646,917
458,458,8,26.8562078105,1525
459,459,15,67.8903672033,1817
460,460,9,2.58599099844,240
461,461,12,55.2252718062,90
462,462,32,34.1345452414,463
463,463,4,87.2919002573,1977
464,464,32,39.7568467383,146
465,465,12,20.3015249572,1999
466,466,34,80.3181281108,1674
467,467,1,144.086857682,487
468,468,8,52.1251005869,656
469,469,5,69.8213810728,1849
470,470,20,4.88738267839,1458
471,471,25,16.5256133064,547
472,472,27,11.2571961508,722
473,473,6,3.56908835584,336
474,474,4,73.8456435061,1646
475,475,24,28.3280197873,739
476,476,21,5.14284869823,1963
477,477,27,25.1461144582,122
478,478,25,58.9633283375,1945
479,479,14,72.1687989235,1767
480,480,27,150.978136843,491
481,481,36,319.205222286,1273
482,482,27,52.687178563,852
483,483,21,60.096814031,639
484,484,13,44.5486025357,1699
485,485,28,18.5459250864,926
486,486,9,50.6011836986,700
487,487,12,177.04357462,1666
488,488,5,106.014792388,1638
489,489,17,331.634714578,630
490,490,14,82.9399651414,507
491,491,5,0.886770964085,669
492,492,35,21.696613807,9
493,493,12,61.8633808047,275
494,494,14,50.675132897,86
495,495,3,22.4484634181,1262
496,496,27,9.748221003,1005
497,497,7,42.0180245608,1614
498,498,31,7.98055926225,295
499,499,3,168.042174534,418
500,500,25,159.1203377,1338
501,501,22,56.037463136,1736
502,502,4,33.0442351113,674
503,503,32,321.104556628,1140
504,504,22,60.3708298553,1661
505,505,27,38.2035124692,1787
506,506,29,163.413378301,1762
507,507,31,34.5577867233,514
508,508,15,196.705234093,348
509,509,12,0.673308150289,199
510,510,17,104.285834222,607
511,511,15,26.2325918242,1665
512,512,3,131.252462082,1247
513,513,12,39.5411226186,1103
514,514,33,38.9509257225,174
515,515,30,43.6727668387,1804
516,516,27,71.9190435491,1407
517,517,3,43.4332695548,1170
518,518,16,126.113183188,1212
519,519,20,18.4441714987,1478
520,520,2,30.6672199993,84
521,521,29,80.850912158,1700
522,522,26,142.842856521,1872
523,523,10,67.897090021,1283
524,524,35,24.0402879059,1026
525,525,28,15.2122648005,994
526,526,36,22.325660495,1378
527,527,7,66.4953265503,1675
528,528,5,26.7194398401,1425
529,529,9,14.5729484151,392
530,530,26,70.3029759083,278
531,531,15,18.9908781351,1311
532,532,25,40.5056404125,612
533,533,17,197.444398674,1397
534,534,25,20.4638682389,647
535,535,31,29.9702005174,1636
536,536,33,79.4229246392,83
537,537,22,202.063170385,1795
538,538,32,20.8602234859,996
539,539,34,72.2775708897,1995
540,540,1,18.9541435987,248
541,541,6,166.477251817,854
542,542,11,40.5567587833,1432
543,543,23,167.655996714,1272
544,544,9,10.2947338217,1701
545,545,25,17.4568313377,131
546,546,6,26.5790587605,1718
547,547,28,10.0897890262,1390
548,548,17,37.6590788796,500
549,549,21,20.8709705383,1615
550,550,23,97.4778032627,1596
551,551,4,50.0503156378,476
552,552,6,131.78252998,1904
553,553,9,74.9950062352,1937
554,554,11,94.6218364988,57
555,555,18,6.23182857829,1258
556,556,19,173.588466276,376
557,557,11,9.73471177222,1659
558,558,8,120.609325271,225
559,559,27,7.05852306477,40
560,560,3,115.394629684,727
561,561,2,56.7782161954,1716
562,562,34,29.1940766778,1715
563,563,30,2.07366406342,222
564,564,9,67.6524991609,655
565,565,2,105.713820335,342
566,566,24,10.6784754858,810
567,567,30,72.4401149114,224
568,568,13,6.76703880215,1202
569,569,1,6.51001301297,1174
570,570,28,35.2692585002,698
571,571,17,42.8893663023,1189
572,572,19,72.5936462704,1032
573,573,10,8.45407073759,852
574,574,1,28.6776821167,1351
575,575,36,47.4947718603,562
576,576,16,76.4246423324,842
577,577,31,65.417303024,1118
578,578,26,6.9816741595,1714
579,579,8,2.6243376146,1555
580,580,20,107.699851784,1798
581,581,4,45.0412758923,577
582,582,26,93.827198094,110
583,583,19,15.4860489659,1999
584,584,13,3.16881673086,1783
585,585,23,58.9527269236,546
586,586,31,8.01070043023,1914
587,587,27,13.9161002409,1891
588,588,15,36.3158638918,868
589,589,1,124.87101399,341
590,590,6,36.3555907917,1456
591,591,32,19.2827933134,1798
592,592,23,9.88640500831,82
593,593,17,75.1220009044,1610
594,594,2,43.0177834121,704
595,595,22,114.521812565,488
596,596,10,225.47049714,1517
597,597,21,16.9564548574,1877
598,598,27,10.3169871821,1649
599,599,36,7.37123829991,758
600,600,27,1.06618774195,1420
601,601,18,80.0873589949,1018
602,602,32,16.542413862,1197
603,603,2,13.5318995707,620
604,604,20,19.6961027947,1549
605,605,34,7.63888155955,623
606,606,3,81.2785591242,1370
607,607,12,120.369194279,1588
608,608,33,178.040933334,1411
609,609,26,5.05462732612,1955
610,610,35,60.1113501061,588
611,611,21,29.0235221005,1995
612,612,1,88.1996210578,1225
613,613,18,264.596584476,1221
614,614,30,11.5287300831,1440
615,615,20,44.4771686537,497
616,616,4,15.1983951649,817
617,617,15,26.2962987186,286
618,618,15,9.70865625357,98
619,619,15,25.5034829732,1038
620,620,23,20.4768578192,1975
621,621,26,160.321031106,324
622,622,1,50.0187017761,66
623,623,36,6.74902589961,1987
624,624,30,8.23970523907,308
625,625,28,1.08967170523,285
626,626,34,65.2698443232,1077
627,627,33,45.5349252731,997
628,628,23,123.762877152,579
629,629,20,19.8707044779,813
630,630,11,22.31763609,483
631,631,23,100.53619728,1607
632,632,18,26.2751897689,532
633,633,1,7.26154425669,466
634,634,17,85.3039623044,945
635,635,4,22.52420218,814
636,636,31,124.681340122,920
637,637,4,22.0449837481,1050
638,638,8,108.192546683,1354
639,639,14,39.319971068,510
640,640,15,62.2937420193,764
641,641,25,18.391212135,1968
642,642,26,127.245730873,288
643,643,36,23.2387876066,1741
644,644,16,119.657786495,557
645,645,4,39.7934456318,1323
646,646,14,20.9460698953,1628
647,647,30,90.4308090155,210
648,648,12,76.4848159383,605
649,649,17,52.8428790539,1644
650,650,14,72.3854299411,1291
651,651,5,168.479980939,1518
652,652,10,86.3390091294,1402
653,653,10,98.8779368214,1766
654,654,7,34.1341900607,462
655,655,6,11.3433190823,928
656,656,24,5.91238625318,806
657,657,35,4.06405872051,784
658,658,15,85.9809187823,1349
659,659,2,1.4058952029,1018
660,660,29,13.7978638398,818
661,661,33,24.811988316,471
662,662,11,73.8970875776,1083
663,663,21,26.6588161723,1362
664,664,26,41.4252634551,1172
665,665,26,40.6587533682,935
666,666,35,40.8589036561,215
667,667,25,147.048285846,70
668,668,28,80.9703464181,420
669,669,24,72.6980055855,1115
670,670,19,102.84305462,918
671,671,17,39.0225127464,1028
672,672,33,10.0625910718,133
673,673,13,25.4712299989,40
674,674,36,180.866037977,140
675,675,15,15.986968266,991
676,676,30,459.072965363,1034
677,677,25,193.251388672,758
678,678,29,57.3060573443,905
679,679,10,16.8194789142,1353
680,680,24,36.6401664069,1964
681,681,18,162.242056828,22
682,682,28,30.982274009,319
683,683,5,56.8670746326,1487
684,684,27,75.790891355,443
685,685,15,18.5909818528,372
686,686,33,167.919894111,1652
687,687,5,15.2947173283,47
688,688,11,93.9522646478,1476
689,689,22,9.77907386984,1057
690,690,27,8.1829887086,949
691,691,21,53.6019387202,1441
692,692,13,23.7612489787,1050
693,693,31,93.0585119634,108
694,694,33,177.062462694,400
695,695,17,32.4638182911,1876
696,696,36,75.1326118348,331
697,697,7,66.535115495,892
698,698,8,182.507547428,1585
699,699,6,14.8243257645,1033
700,700,35,64.4346114955,1356
701,701,25,148.115849973,632
702,702,14,102.099247509,879
703,703,18,35.6682543593,250
704,704,13,14.5501624118,1426
705,705,27,64.5841526895,1761
706,706,14,8.00426090471,853
707,707,24,268.034392484,1381
708,708,27,14.3601140166,1455
709,709,34,56.1892431118,1416
710,710,9,3.22010848744,416
711,711,11,32.2577048102,1491
712,712,32,39.5005374706,472
713,713,13,18.4084306716,1934
714,714,7,110.181845621,1646
715,715,32,111.335416859,1485
716,716,24,54.8188097101,1731
717,717,31,20.7713981101,1760
718,718,36,29.8764667337,1215
719,719,32,65.8226102139,1108
720,720,8,39.010851423,719
721,721,17,289.680611344,1081
722,722,15,12.1185684148,717
723,723,22,120.702336202,939
724,724,6,19.6409089263,749
725,725,25,103.730719717,601
726,726,10,25.8783207965,981
727,727,23,82.3791989942,428
728,728,21,40.6866163462,1706
729,729,30,74.0548706319,1835
730,730,20,8.97865561951,1690
731,731,13,5.10052494935,591
732,732,1,77.3450031126,1361
733,733,9,7.2921582048,484
734,734,28,21.5568157619,499
735,735,32,27.1754604384,114
736,736,34,46.6867175634,1308
737,737,17,33.5804565074,171
738,738,29,12.2060427347,1085
739,739,14,39.3291808313,1385
740,740,21,32.1367568812,542
741,741,31,233.76401486,850
742,742,18,12.2966007287,1300
743,743,1,57.0983273194,1515
744,744,14,42.6084866947,910
745,745,32,111.681740237,1739
746,746,29,157.598113662,1370
747,747,35,54.0793073749,1782
748,748,2,26.3118478395,644
749,749,30,26.5076979341,298
750,750,2,371.213629703,1187
751,751,32,19.7321556955,441
752,752,21,38.6955094623,468
753,753,1,6.0137040928,1056
754,754,2,5.98476450949,959
755,755,8,153.489786656,1142
756,756,6,216.479472617,1705
757,757,14,3.01051362925,1192
758,758,7,26.0889533101,965
759,759,16,77.5619936472,469
760,760,14,24.5362454577,1221
761,761,12,51.9378698173,1729
762,762,10,4.47786837648,603
763,763,12,75.0718906364,291
764,764,9,52.4844810134,1984
765,765,11,56.7270815676,1628
766,766,19,16.1904741485,136
767,767,23,120.385196938,1242
768,768,26,4.00049765568,1433
769,769,28,2.16207232175,492
770,770,7,15.0430854689,731
771,771,15,61.7098310725,1595
772,772,26,87.2458199013,1937
773,773,26,42.4949881138,392
774,774,33,8.37060841032,135
775,775,22,66.8555538319,915
776,776,9,11.9110552201,1469
777,777,25,79.7608927093,1787
778,778,21,8.34342220769,920
779,779,19,197.008884618,16
780,780,12,17.4856232098,1264
781,781,33,25.3425515513,1304
782,782,23,90.5662268262,1181
783,783,19,18.0373799002,1929
784,784,17,109.513994792,258
785,785,30,150.715965471,161
786,786,10,22.0464514499,1969
787,787,13,79.1081648169,1855
788,788,9,182.966569113,1571
789,789,32,64.6830130165,1156
790,790,26,50.8101592209,385
791,791,20,5.73709710428,1083
792,792,21,0.606460727797,1606
793,793,28,179.972647841,255
794,794,25,36.1857107612,894
795,795,16,38.0537739501,225
796,796,27,155.991526363,1932
797,797,2,24.8479655046,1914
798,798,3,36.6829344225,1226
799,799,17,38.129105576,1787
800,800,30,12.3158614104,1268
801,801,33,28.5393132865,1175
802,802,7,163.733572972,1165
803,803,10,29.506346453,107
804,804,5,74.8145126435,522
805,805,11,64.8389944609,1144
806,806,11,15.7424173228,162
807,807,13,7.61961181158,1161
808,808,27,68.0839616729,1338
809,809,15,146.312741323,933
810,810,27,115.705805396,738
811,811,15,3.59962580208,1858
812,812,23,82.838971354,1348
813,813,9,19.2330861039,445
814,814,35,164.18232575,1362
815,815,5,83.4246517798,1585
816,816,11,28.5234408905,968
817,817,14,63.0799348556,1536
818,818,24,50.6893504001,755
819,819,2,350.247151043,413
820,820,30,50.2271179429,749
821,821,14,38.3580069223,614
822,822,1,122.512845049,1799
823,823,18,69.7134526398,867
824,824,18,1.92797947681,612
825,825,24,228.072449926,32
826,826,18,75.356695077,596
827,827,21,97.2981805935,891
828,828,2,262.188973798,1841
829,829,13,34.3493005963,24
830,830,2,7.1248052257,557
831,831,26,13.3195811846,1230
832,832,12,40.2845328032,420
833,833,8,3.19601041574,421
834,834,23,28.3592363953,615
835,835,20,21.9702993501,1649
836,836,12,39.9361629699,1640
837,837,21,39.0232604116,1292
838,838,5,8.90998574292,285
839,839,26,118.541596698,1289
840,840,32,108.899715066,748
841,841,36,23.4743320501,472
842,842,32,108.604641977,1192
843,843,16,10.3643788314,1759
844,844,25,11.9927179616,745
845,845,33,18.7571700696,1664
846,846,26,75.8913849289,101
847,847,28,11.0532564186,1982
848,848,12,34.2971772195,587
849,849,22,0.742862707133,314
850,850,5,190.356537728,753
851,851,27,47.2002716908,146
852,852,22,45.6475957653,1957
853,853,13,1.41151743472,156
854,854,11,81.6244917102,569
855,855,18,120.750637298,1443
856,856,26,183.744620815,1801
857,857,1,37.9177998878,1624
858,858,27,45.0203960886,1428
859,859,1,86.3438495554,656
860,860,22,84.3536068642,559
861,861,21,112.928910906,425
862,862,35,59.712061117,1831
863,863,6,73.0178164297,755
864,864,20,123.917853685,960
865,865,35,10.1608316803,1537
866,866,23,53.1935039942,1239
867,867,22,7.9947203892,157
868,868,34,84.3916403669,1741
869,869,34,16.7620504073,548
870,870,12,85.2981885771,1131
871,871,20,172.717441392,949
872,872,29,9.42212096094,1096
873,873,4,0.584511792255,1027
874,874,33,28.0652194057,1857
875,875,26,10.725484916,281
876,876,24,93.4661189362,1705
877,877,4,78.9501363096,1516
878,878,8,122.099104794,1621
879,879,30,216.583249997,410
880,880,19,39.8193375363,1604
881,881,3,12.8174129537,1343
882,882,1,63.4432712448,585
883,883,30,77.2475517077,1292
884,884,13,37.0017669189,1201
885,885,23,19.8606003131,1948
886,886,3,28.2108559717,1448
887,887,8,187.941992056,706
888,888,24,140.804115236,1595
889,889,9,28.6343057356,403
890,890,31,60.8642178234,1284
891,891,9,17.8720068893,1170
892,892,28,1.01412246733,617
893,893,16,51.8134333987,831
894,894,36,95.1383652802,1309
895,895,10,18.1892930761,161
896,896,34,52.0185466394,906
897,897,17,57.0294265247,1377
898,898,6,86.3695737239,501
899,899,24,64.0226888452,171
900,900,3,139.399068071,313
901,901,1,185.783672162,755
902,902,19,11.8834030863,1444
903,903,11,41.224777392,1577
904,904,22,52.7653146478,682
905,905,21,61.3458098701,1500
906,906,27,68.9371477842,580
907,907,30,10.295744226,349
908,908,27,24.3015289129,416
909,909,27,16.0503145815,77
910,910,15,64.4649640184,1870
911,911,36,134.899245013,1426
912,912,25,62.4704079618,24
913,913,3,83.72081984,1537
914,914,24,74.2190476239,272
915,915,15,77.836507054,381
916,916,29,23.0312319928,1394
917,917,21,39.5593034772,570
918,918,34,91.3575535003,1859
